Date,traffic,V1&V2,V3,V4,V5&V6&V7
2021-09-11,20552,13358,3904,1438,3010
2021-09-12,20431,13280,3881,1430,2993
2021-09-13,25011,16257,4752,1750,3664
2021-09-14,22727,14772,4318,1590,3329
2021-09-15,24671,16036,4687,1726,3614
2021-09-16,25648,16671,4873,1795,3757
2021-09-17,25766,16747,4895,1803,3774
2021-09-18,26333,17116,5003,1843,3857
2021-09-19,25619,16652,4867,1793,3753
2021-09-20,21005,13653,3990,1470,3077
2021-09-21,26939,17510,5118,1885,3946
2021-09-22,26237,17054,4985,1836,3843
2021-09-23,26418,17171,5019,1849,3870
2021-09-24,26370,17140,5010,1845,3863
2021-09-25,27458,17847,5217,1922,4022
2021-09-26,20569,13369,3908,1439,3013
2021-09-27,21701,14105,4123,1519,3179
2021-09-28,22046,14329,4188,1543,3229
2021-09-29,25326,16461,4811,1772,3710
2021-09-30,25288,16437,4804,1770,3704
2021-10-01,24433,15881,4642,1710,3579
2021-10-02,21979,14286,4176,1538,3219
2021-10-03,28545,18554,5423,1998,4181
2021-10-04,29234,19002,5554,2046,4282
2021-10-05,24320,15808,4620,1702,3562
2021-10-06,27783,18058,5278,1944,4070
2021-10-07,26801,17420,5092,1876,3926
2021-10-08,27321,17758,5190,1912,4002
2021-10-09,27910,18141,5302,1953,4088
2021-10-10,26119,16977,4962,1828,3826
2021-10-11,21081,13702,4005,1475,3088
2021-10-12,26104,16967,4959,1827,3824
2021-10-13,27664,17981,5256,1936,4052
2021-10-14,27642,17967,5251,1934,4049
2021-10-15,27217,17691,5171,1905,3987
2021-10-16,27801,18070,5282,1946,4072
2021-10-17,26718,17366,5076,1870,3914
2021-10-18,22655,14725,4304,1585,3318
2021-10-19,26447,17190,5024,1851,3874
2021-10-20,26785,17410,5089,1874,3924
2021-10-21,27123,17629,5153,1898,3973
2021-10-22,27120,17628,5152,1898,3973
2021-10-23,27947,18165,5309,1956,4094
2021-10-24,26911,17492,5113,1883,3942
2021-10-25,22435,14582,4262,1570,3286
2021-10-26,26654,17325,5064,1865,3904
2021-10-27,27239,17705,5175,1906,3990
2021-10-28,27190,17673,5166,1903,3983
2021-10-29,22817,14831,4335,1597,3342
2021-10-30,27931,18155,5306,1955,4091
2021-10-31,27645,17969,5252,1935,4049
2021-11-01,22206,14433,4219,1554,3253
2021-11-02,25642,16667,4871,1794,3756
2021-11-03,25912,16842,4923,1813,3796
2021-11-04,23295,15141,4426,1630,3412
2021-11-05,22972,14931,4364,1608,3365
2021-11-06,24946,16214,4739,1746,3654
2021-11-07,24559,15963,4666,1719,3597
2021-11-08,19905,12938,3781,1393,2916
2021-11-09,24021,15613,4563,1681,3519
2021-11-10,25027,16267,4755,1751,3666
2021-11-11,25708,16710,4884,1799,3766
2021-11-12,24939,16210,4738,1745,3653
2021-11-13,26379,17146,5012,1846,3864
2021-11-14,25657,16677,4874,1795,3758
2021-11-15,20512,13332,3897,1435,3005
2021-11-16,24677,16040,4688,1727,3615
2021-11-17,25447,16540,4834,1781,3727
2021-11-18,26218,17041,4981,1835,3840
2021-11-19,26165,17007,4971,1831,3833
2021-11-20,27423,17824,5210,1919,4017
2021-11-21,24791,16114,4710,1735,3631
2021-11-22,19370,12590,3680,1355,2837
2021-11-23,24162,15705,4590,1691,3539
2021-11-24,24156,15701,4589,1690,3538
2021-11-25,24400,15860,4636,1708,3574
2021-11-26,25289,16437,4804,1770,3704
2021-11-27,25543,16602,4853,1788,3742
2021-11-28,25110,16321,4770,1757,3678
2021-11-29,19701,12805,3743,1379,2886
2021-11-30,23113,15023,4391,1617,3386
2021-12-01,25757,16742,4893,1802,3773
2021-12-02,25694,16701,4881,1798,3764
2021-12-03,26173,17012,4972,1832,3834
2021-12-04,28322,18409,5381,1982,4149
2021-12-05,28340,18421,5384,1983,4151
2021-12-06,21293,13840,4045,1490,3119
2021-12-07,27129,17633,5154,1899,3974
2021-12-08,26441,17186,5023,1850,3873
2021-12-09,26273,17077,4991,1839,3848
2021-12-10,25996,16897,4939,1819,3808
2021-12-11,27330,17764,5192,1913,4003
2021-12-12,26837,17444,5099,1878,3931
2021-12-13,22091,14359,4197,1546,3236
2021-12-14,25815,16779,4904,1807,3781
2021-12-15,26159,17003,4970,1831,3832
2021-12-16,26574,17273,5049,1860,3893
2021-12-17,26799,17419,5091,1875,3926
2021-12-18,27477,17860,5220,1923,4025
2021-12-19,29249,19011,5557,2047,4284
2021-12-20,21887,14226,4158,1532,3206
2021-12-21,25208,16385,4789,1764,3692
2021-12-22,26595,17286,5053,1861,3896
2021-12-23,27406,17813,5207,1918,4014
2021-12-24,27379,17796,5202,1916,4011
2021-12-25,29133,18936,5535,2039,4267
2021-12-26,29082,18903,5525,2035,4260
2021-12-27,22858,14857,4343,1600,3348
2021-12-28,23247,15110,4416,1627,3405
2021-12-29,29037,18874,5517,2032,4253
2021-12-30,23823,15484,4526,1667,3490
2021-12-31,25965,16877,4933,1817,3803
2022-01-01,29212,18987,5550,2044,4279
2022-01-02,28209,18335,5359,1974,4132
2022-01-03,23282,15133,4423,1629,3410
2022-01-04,28552,18558,5424,1998,4182
2022-01-05,24201,15730,4598,1694,3545
2022-01-06,23804,15472,4522,1666,3487
2022-01-07,21670,14085,4117,1516,3174
2022-01-08,21185,13770,4025,1482,3103
2022-01-09,26859,17458,5103,1880,3934
2022-01-10,27064,17591,5142,1894,3964
2022-01-11,28384,18449,5392,1986,4158
2022-01-12,28768,18699,5465,2013,4214
2022-01-13,28315,18404,5379,1982,4148
2022-01-14,28009,18205,5321,1960,4103
2022-01-15,29435,19132,5592,2060,4312
2022-01-16,29690,19298,5641,2078,4349
2022-01-17,24707,16059,4694,1729,3619
2022-01-18,20408,13265,3877,1428,2989
2022-01-19,29410,19116,5587,2058,4308
2022-01-20,19301,12545,3667,1351,2827
2022-01-21,26590,17283,5052,1861,3895
2022-01-22,28630,18609,5439,2004,4194
2022-01-23,29398,19108,5585,2057,4306
2022-01-24,25597,16638,4863,1791,3749
2022-01-25,27642,17967,5251,1934,4049
2022-01-26,27580,17927,5240,1930,4040
2022-01-27,27090,17608,5147,1896,3968
2022-01-28,27961,18174,5312,1957,4096
2022-01-29,27452,17843,5215,1921,4021
2022-01-30,28620,18603,5437,2003,4192
2022-01-31,24150,15697,4588,1690,3537
2022-02-01,29302,19046,5567,2051,4292
2022-02-02,28728,18673,5458,2010,4208
2022-02-03,29531,19195,5610,2067,4326
2022-02-04,29301,19045,5567,2051,4292
2022-02-05,30949,20116,5880,2166,4534
2022-02-06,30700,19955,5833,2149,4497
2022-02-07,27671,17986,5257,1936,4053
2022-02-08,28593,18585,5432,2001,4188
2022-02-09,27844,18098,5290,1949,4079
2022-02-10,28850,18752,5481,2019,4226
2022-02-11,29138,18939,5536,2039,4268
2022-02-12,29908,19440,5682,2093,4381
2022-02-13,29978,19485,5695,2098,4391
2022-02-14,26264,17071,4990,1838,3847
2022-02-15,29268,19024,5560,2048,4287
2022-02-16,29255,19015,5558,2047,4285
2022-02-17,29077,18900,5524,2035,4259
2022-02-18,30174,19613,5733,2112,4420
2022-02-19,30218,19641,5741,2115,4426
2022-02-20,30395,19756,5775,2127,4452
2022-02-21,25764,16746,4895,1803,3774
2022-02-22,28079,18251,5335,1965,4113
2022-02-23,28567,18568,5427,1999,4185
2022-02-24,29329,19063,5572,2053,4296
2022-02-25,29799,19369,5661,2085,4365
2022-02-26,30628,19908,5819,2143,4487
2022-02-27,31570,20520,5998,2209,4625
2022-02-28,28239,18355,5365,1976,4137
2022-03-01,26844,17448,5100,1879,3932
2022-03-02,23920,15548,4544,1674,3504
2022-03-03,27323,17759,5191,1912,4002
2022-03-04,27593,17935,5242,1931,4042
2022-03-05,28192,18324,5356,1973,4130
2022-03-06,28721,18668,5456,2010,4207
2022-03-07,20641,13416,3921,1444,3023
2022-03-08,25402,16511,4826,1778,3721
2022-03-09,26457,17197,5026,1851,3875
2022-03-10,26124,16980,4963,1828,3827
2022-03-11,26483,17213,5031,1853,3879
2022-03-12,26957,17522,5121,1886,3949
2022-03-13,28082,18253,5335,1965,4114
2022-03-14,21287,13836,4044,1490,3118
2022-03-15,26018,16911,4943,1821,3811
2022-03-16,25932,16855,4927,1815,3799
2022-03-17,26303,17096,4997,1841,3853
2022-03-18,26401,17160,5016,1848,3867
2022-03-19,27285,17735,5184,1909,3997
2022-03-20,27286,17735,5184,1910,3997
2022-03-21,22275,14478,4232,1559,3263
2022-03-22,26743,17382,5081,1872,3917
2022-03-23,26548,17256,5044,1858,3889
2022-03-24,26642,17317,5061,1864,3903
2022-03-25,26474,17208,5030,1853,3878
2022-03-26,27068,17594,5142,1894,3965
2022-03-27,27488,17867,5222,1924,4026
2022-03-28,21875,14218,4156,1531,3204
2022-03-29,25456,16546,4836,1781,3729
2022-03-30,26113,16973,4961,1827,3825
2022-03-31,26464,17201,5028,1852,3876
2022-04-01,26368,17139,5009,1845,3862
2022-04-02,26754,17390,5083,1872,3919
2022-04-03,28835,18742,5478,2018,4224
2022-04-04,28736,18678,5459,2011,4209
2022-04-05,25461,16549,4837,1782,3730
2022-04-06,26221,17043,4981,1835,3841
2022-04-07,25671,16686,4877,1796,3760
2022-04-08,25473,16557,4839,1783,3731
2022-04-09,26517,17236,5038,1856,3884
2022-04-10,25727,16722,4888,1800,3769
2022-04-11,21138,13739,4016,1479,3096
2022-04-12,24914,16194,4733,1743,3649
2022-04-13,25217,16391,4791,1765,3694
2022-04-14,24979,16236,4746,1748,3659
2022-04-15,25661,16679,4875,1796,3759
2022-04-16,26421,17173,5019,1849,3870
2022-04-17,25185,16370,4785,1762,3689
2022-04-18,29308,19050,5568,2051,4293
2022-04-19,24401,15860,4636,1708,3574
2022-04-20,25437,16534,4833,1780,3726
2022-04-21,25546,16604,4853,1788,3742
2022-04-22,25868,16814,4914,1810,3789
2022-04-23,26650,17322,5063,1865,3904
2022-04-24,26688,17347,5070,1868,3909
2022-04-25,18548,12056,3524,1298,2717
2022-04-26,25131,16335,4774,1759,3681
2022-04-27,25882,16823,4917,1811,3791
2022-04-28,28399,18459,5395,1987,4160
2022-04-29,29840,19396,5669,2088,4371
2022-04-30,21564,14016,4097,1509,3159
2022-05-01,29051,18883,5519,2033,4255
2022-05-02,28406,18463,5397,1988,4161
2022-05-03,26869,17464,5105,1880,3936
2022-05-04,24961,16224,4742,1747,3656
2022-05-05,24814,16129,4714,1736,3635
2022-05-06,26419,17172,5019,1849,3870
2022-05-07,28207,18334,5359,1974,4132
2022-05-08,29010,18856,5511,2030,4249
2022-05-09,22525,14641,4279,1576,3299
2022-05-10,27255,17715,5178,1907,3992
2022-05-11,26575,17273,5049,1860,3893
2022-05-12,25003,16251,4750,1750,3662
2022-05-13,28456,18496,5406,1991,4168
2022-05-14,25875,16818,4916,1811,3790
2022-05-15,27837,18094,5289,1948,4078
2022-05-16,24904,16187,4731,1743,3648
2022-05-17,27252,17713,5177,1907,3992
2022-05-18,27357,17782,5197,1914,4007
2022-05-19,27633,17961,5250,1934,4048
2022-05-20,26583,17278,5050,1860,3894
2022-05-21,27949,18166,5310,1956,4094
2022-05-22,28263,18370,5369,1978,4140
2022-05-23,24544,15953,4663,1718,3595
2022-05-24,26575,17273,5049,1860,3893
2022-05-25,27388,17802,5203,1917,4012
2022-05-26,28984,18839,5506,2028,4246
2022-05-27,27867,18113,5294,1950,4082
2022-05-28,26877,17470,5106,1881,3937
2022-05-29,26627,17307,5059,1863,3900
2022-05-30,23432,15230,4452,1640,3432
2022-05-31,26490,17218,5033,1854,3880
2022-06-01,27070,17595,5143,1894,3965
2022-06-02,27587,17931,5241,1931,4041
2022-06-03,27658,17977,5255,1936,4051
2022-06-04,28334,18417,5383,1983,4150
2022-06-05,28153,18299,5349,1970,4124
2022-06-06,23517,15286,4468,1646,3445
2022-06-07,26574,17273,5049,1860,3893
2022-06-08,26988,17542,5127,1889,3953
2022-06-09,27982,18188,5316,1958,4099
2022-06-10,27988,18192,5317,1959,4100
2022-06-11,28738,18679,5460,2011,4210
2022-06-12,29749,19336,5652,2082,4358
2022-06-13,25315,16454,4809,1772,3708
2022-06-14,26832,17440,5098,1878,3930
2022-06-15,27806,18073,5283,1946,4073
2022-06-16,27447,17840,5214,1921,4020
2022-06-17,27920,18148,5304,1954,4090
2022-06-18,28011,18207,5322,1960,4103
2022-06-19,23298,15143,4426,1630,3413
2022-06-20,21607,14044,4105,1512,3165
2022-06-21,22477,14610,4270,1573,3292
2022-06-22,25243,16407,4796,1767,3698
2022-06-23,23552,15308,4474,1648,3450
2022-06-24,25961,16874,4932,1817,3803
2022-06-25,26671,17336,5067,1866,3907
2022-06-26,26867,17463,5104,1880,3936
2022-06-27,22930,14904,4356,1605,3359
2022-06-28,26777,17405,5087,1874,3922
2022-06-29,27011,17557,5132,1890,3957
2022-06-30,26595,17286,5053,1861,3896
